EmployeeNumber,Age,Gender,Edu,Education,MaritalStatus,Over18,Department,BusinessTravel,DistanceFromHome,EducationField,EmployeeCount,StandardHours
1706,43,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,5,Life Sciences,1,80
1707,24,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,15,Life Sciences,1,80
1708,41,Male,2,College,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1709,29,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1710,36,Female,4,Master,Divorced,Y,Sales,Travel_Rarely,10,Marketing,1,80
1712,45,Male,2,College,Single,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1714,24,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,10,Life Sciences,1,80
1716,47,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,29,Medical,1,80
1718,26,Male,3,Bachelor,Married,Y,Human Resources,Travel_Rarely,1,Human Resources,1,80
1719,45,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,6,Life Sciences,1,80
1720,32,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1721,31,Male,4,Master,Single,Y,Sales,Travel_Rarely,4,Marketing,1,80
1722,41,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1724,40,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1725,24,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,10,Marketing,1,80
1727,46,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,6,Medical,1,80
1728,35,Male,2,College,Single,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1729,30,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1731,47,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1732,46,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1733,36,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,10,Life Sciences,1,80
1734,32,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1735,23,Female,4,Master,Married,Y,Research & Development,Travel_Frequently,3,Life Sciences,1,80
1736,31,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,2,Marketing,1,80
1737,39,Male,3,Bachelor,Married,Y,Human Resources,Travel_Rarely,2,Human Resources,1,80
1739,32,Male,2,College,Divorced,Y,Research & Development,Non-Travel,5,Life Sciences,1,80
1740,40,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1744,45,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1745,30,Female,2,College,Single,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1746,24,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1747,30,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1749,31,Male,4,Master,Divorced,Y,Research & Development,Travel_Frequently,1,Life Sciences,1,80
1751,27,Female,1,Below College,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1752,29,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1753,29,Male,2,College,Married,Y,Research & Development,Travel_Rarely,11,Medical,1,80
1754,30,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,24,Medical,1,80
1755,34,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,3,Life Sciences,1,80
1756,33,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1757,49,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1758,33,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1760,38,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1761,31,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,25,Life Sciences,1,80
1762,29,Female,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1763,30,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,2,Marketing,1,80
1764,32,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,19,Medical,1,80
1766,38,Male,4,Master,Single,Y,Research & Development,Travel_Frequently,1,Medical,1,80
1767,43,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1768,42,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1770,55,Male,4,Master,Single,Y,Sales,Travel_Rarely,4,Marketing,1,80
1771,33,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1772,41,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1774,34,Male,2,College,Single,Y,Research & Development,Non-Travel,9,Medical,1,80
1775,53,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
1778,43,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1779,34,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,23,Life Sciences,1,80
1780,21,Male,3,Bachelor,Married,Y,Research & Development,Non-Travel,1,Life Sciences,1,80
1782,38,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1783,22,Female,2,College,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1784,31,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1786,51,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1787,37,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,19,Medical,1,80
1789,46,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1790,36,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1792,44,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1794,37,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1797,35,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,7,Life Sciences,1,80
1798,33,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Technical Degree,1,80
1799,28,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,2,Marketing,1,80
1800,39,Male,1,Below College,Married,Y,Sales,Travel_Rarely,2,Marketing,1,80
1801,46,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,6,Medical,1,80
1802,40,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,10,Marketing,1,80
1803,42,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1804,35,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,8,Other,1,80
1805,38,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,11,Medical,1,80
1807,34,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
1809,37,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,7,Other,1,80
1812,39,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1813,43,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1814,41,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1815,41,Female,4,Master,Divorced,Y,Sales,Travel_Rarely,7,Marketing,1,80
1816,30,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1818,26,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
1821,46,Female,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1822,40,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1823,34,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1824,58,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,9,Marketing,1,80
1826,35,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1827,47,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,29,Technical Degree,1,80
1829,40,Female,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,7,Marketing,1,80
1830,54,Female,1,Below College,Divorced,Y,Research & Development,Non-Travel,8,Medical,1,80
1833,31,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1834,28,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,5,Technical Degree,1,80
1835,38,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1836,26,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1837,58,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1839,18,Female,1,Below College,Single,Y,Research & Development,Travel_Frequently,2,Medical,1,80
1842,31,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1844,29,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,4,Medical,1,80
1845,45,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1847,36,Female,1,Below College,Married,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1849,43,Male,5,Doctor,Single,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1850,27,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,28,Life Sciences,1,80
1852,29,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1853,32,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1854,42,Male,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,3,Life Sciences,1,80
1856,47,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1857,46,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,25,Life Sciences,1,80
1858,28,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1859,29,Male,4,Master,Single,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1860,42,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1862,32,Male,4,Master,Married,Y,Sales,Travel_Rarely,8,Life Sciences,1,80
1863,46,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,1,Life Sciences,1,80
1864,27,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1865,29,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1866,43,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1867,48,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1868,29,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1869,46,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1870,27,Female,4,Master,Single,Y,Sales,Travel_Rarely,1,Life Sciences,1,80
1871,39,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1873,55,Male,1,Below College,Divorced,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1875,28,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,9,Marketing,1,80
1876,30,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,28,Life Sciences,1,80
1878,22,Male,2,College,Married,Y,Sales,Travel_Rarely,14,Life Sciences,1,80
1880,36,Female,2,College,Married,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1881,31,Male,4,Master,Single,Y,Sales,Travel_Rarely,1,Life Sciences,1,80
1882,34,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,24,Medical,1,80
1883,29,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1885,37,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,12,Life Sciences,1,80
1886,35,Female,4,Master,Divorced,Y,Research & Development,Travel_Frequently,10,Life Sciences,1,80
1888,45,Female,2,College,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1890,36,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1892,40,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,16,Life Sciences,1,80
1893,26,Female,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,2,Medical,1,80
1898,27,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1900,48,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,10,Medical,1,80
1903,44,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,5,Life Sciences,1,80
1905,34,Male,1,Below College,Divorced,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
1907,56,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,12,Medical,1,80
1908,36,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,2,Medical,1,80
1909,41,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1911,42,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1912,31,Female,4,Master,Married,Y,Research & Development,Non-Travel,1,Medical,1,80
1915,34,Female,2,College,Divorced,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1916,31,Female,2,College,Married,Y,Research & Development,Travel_Rarely,15,Life Sciences,1,80
1918,26,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,1,Life Sciences,1,80
1922,45,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1924,33,Male,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,2,Medical,1,80
1927,28,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1928,29,Male,3,Bachelor,Divorced,Y,Human Resources,Travel_Rarely,1,Life Sciences,1,80
1929,39,Female,2,College,Married,Y,Research & Development,Travel_Rarely,4,Medical,1,80
1931,27,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1932,34,Male,2,College,Married,Y,Research & Development,Travel_Rarely,5,Medical,1,80
1933,28,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1934,47,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,21,Medical,1,80
1935,56,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,19,Life Sciences,1,80
1936,39,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,7,Life Sciences,1,80
1937,38,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1938,58,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,2,Medical,1,80
1939,32,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1940,38,Male,4,Master,Single,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1941,49,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,17,Medical,1,80
1943,42,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1944,27,Female,2,College,Married,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1945,35,Male,2,College,Single,Y,Sales,Travel_Rarely,1,Life Sciences,1,80
1947,28,Male,3,Bachelor,Married,Y,Research & Development,Non-Travel,1,Life Sciences,1,80
1948,31,Male,4,Master,Single,Y,Research & Development,Travel_Frequently,2,Technical Degree,1,80
1949,36,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,5,Technical Degree,1,80
1950,34,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,9,Marketing,1,80
1951,34,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1952,26,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,16,Life Sciences,1,80
1954,29,Male,2,College,Married,Y,Research & Development,Travel_Frequently,2,Medical,1,80
1955,32,Female,4,Master,Married,Y,Sales,Travel_Rarely,16,Marketing,1,80
1956,31,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,16,Life Sciences,1,80
1960,28,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1961,38,Male,4,Master,Married,Y,Research & Development,Non-Travel,1,Medical,1,80
1962,35,Female,2,College,Single,Y,Sales,Travel_Rarely,3,Life Sciences,1,80
1965,27,Male,1,Below College,Single,Y,Sales,Travel_Rarely,7,Marketing,1,80
1966,32,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,8,Medical,1,80
1967,31,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1968,53,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1969,54,Female,1,Below College,Single,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1970,33,Male,2,College,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1971,43,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,13,Medical,1,80
1972,38,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1973,55,Male,3,Bachelor,Single,Y,Research & Development,Non-Travel,9,Life Sciences,1,80
1974,31,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,5,Life Sciences,1,80
1975,39,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1976,42,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1979,31,Female,2,College,Married,Y,Sales,Travel_Rarely,8,Technical Degree,1,80
1980,54,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,23,Medical,1,80
1981,24,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,12,Life Sciences,1,80
1982,23,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1985,40,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1986,40,Female,4,Master,Married,Y,Sales,Travel_Rarely,2,Marketing,1,80
1987,25,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,10,Medical,1,80
1989,30,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1992,25,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1993,47,Male,4,Master,Single,Y,Sales,Travel_Rarely,2,Marketing,1,80
1994,33,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,6,Medical,1,80
1995,38,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,10,Life Sciences,1,80
1996,31,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Technical Degree,1,80
1997,38,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1998,42,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1999,41,Male,2,College,Married,Y,Research & Development,Travel_Rarely,25,Life Sciences,1,80
2000,47,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2003,35,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2007,22,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2008,35,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,8,Marketing,1,80
2009,33,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,6,Medical,1,80
2010,32,Female,4,Master,Single,Y,Research & Development,Travel_Frequently,1,Medical,1,80
2012,40,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Technical Degree,1,80
2013,32,Male,2,College,Single,Y,Research & Development,Travel_Frequently,5,Life Sciences,1,80
2014,39,Male,1,Below College,Married,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
2015,38,Female,4,Master,Divorced,Y,Sales,Travel_Rarely,13,Medical,1,80
2016,32,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Medical,1,80
2017,37,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2018,25,Female,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,1,Life Sciences,1,80
2019,52,Male,4,Master,Married,Y,Sales,Travel_Rarely,7,Life Sciences,1,80
2020,44,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,9,Marketing,1,80
2021,21,Male,2,College,Married,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
2022,39,Male,1,Below College,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
2023,23,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,10,Medical,1,80
2024,36,Female,2,College,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2025,36,Female,2,College,Married,Y,Sales,Travel_Rarely,2,Marketing,1,80
2026,56,Male,3,Bachelor,Married,Y,Human Resources,Travel_Rarely,2,Human Resources,1,80
2027,29,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
2031,42,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,25,Medical,1,80
2032,56,Male,4,Master,Married,Y,Sales,Travel_Rarely,1,Life Sciences,1,80
2034,41,Female,4,Master,Married,Y,Research & Development,Travel_Frequently,6,Life Sciences,1,80
2035,34,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,18,Life Sciences,1,80
2036,36,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2037,41,Male,2,College,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2038,32,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2040,35,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,10,Medical,1,80
2041,38,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,10,Life Sciences,1,80
2044,50,Male,2,College,Divorced,Y,Sales,Travel_Rarely,8,Other,1,80
2045,36,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Medical,1,80
2046,45,Female,3,Bachelor,Single,Y,Research & Development,Non-Travel,9,Life Sciences,1,80
2048,40,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,3,Medical,1,80
2049,35,Male,4,Master,Divorced,Y,Research & Development,Non-Travel,1,Life Sciences,1,80
2051,40,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
2052,35,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
2053,29,Male,2,College,Married,Y,Research & Development,Travel_Rarely,7,Technical Degree,1,80
2054,29,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,28,Life Sciences,1,80
2055,50,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,3,Life Sciences,1,80
2056,39,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Technical Degree,1,80
2057,31,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
2060,26,Female,4,Master,Married,Y,Research & Development,Travel_Frequently,18,Life Sciences,1,80
2061,36,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
2062,39,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
2064,27,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,6,Medical,1,80
2065,49,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
2068,34,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,8,Medical,1,80
